name,num_rows,num_cols,nnz,avg_nnz_per_row,min_nnz_per_row,max_nnz_per_row,std_dev_nnz_per_row,avg_nnz_density_per_row,min_nnz_density_per_row,max_nnz_density_per_row,std_dev_nnz_density_per_row,K,best_num_partitions,best_max_bucket_width,autotuning_time(s),exe_time_hyb(ms),exe_time_naive(ms),speed_to_naive
Spielman_k100,338402,338402,1025404,3.030135756,3,201,1.999177344,8.95e-06,8.87e-06,0.0005939681208,5.91e-06,32,1,16,12.74654783,0.157102,0.194796,1.23993
gyro,17361,17361,1021159,58.81913484,12,360,32.05055307,0.00338800385,0.0006912044237,0.02073613271,0.001846123672,64,2,16,96.7142695,0.0789197,0.089149,1.12962
gyro_k,17361,17361,1021159,58.81913484,12,360,32.05055307,0.00338800385,0.0006912044237,0.02073613271,0.001846123672,64,4,16,86.34037791,0.0796979,0.089129,1.11834
preferentialAttachment,100000,100000,999970,9.9997,5,983,15.5453916,0.0001,5e-05,0.00983,0.000155453916,32,1,16,46.83959277,0.139581,0.199045,1.42602
2D_54019_highK,54019,54019,996414,18.44562099,6,1426,6.922173976,0.0003414654286,0.0001110720302,0.02639811918,0.0001281433195,32,1,32,84.20690261,0.0742195,0.165765,2.23344
transient,178866,178866,961790,5.377153847,1,60423,147.1854846,3.01e-05,5.59e-06,0.3378115461,0.0008228812886,32,1,64,240.595507,0.152945,5.252106,34.3398
soc-Slashdot0902,82168,82168,948464,11.5429851,0,2511,36.91789799,0.0001404802977,0.0,0.03055934184,0.0004492977557,32,1,16,117.3294742,0.0885453,0.280207,3.16456
NotreDame_www,325729,325729,929849,2.8546706,0,60,5.575199754,8.76e-06,0.0,0.0001842022049,1.71e-05,32,1,64,69.50779695,0.115261,0.155699,1.35084
sx-superuser,194085,194085,924886,4.76536569,0,14255,61.42101675,2.46e-05,0.0,0.07344720097,0.000316464522,32,1,32,124.9742718,0.125747,1.233684,9.81084
soc-Slashdot0811,77360,77360,905468,11.70460186,0,2508,36.84389032,0.0001513004377,0.0,0.03241985522,0.0004762653868,32,1,16,94.86592547,0.0821965,0.238623,2.90308
HTC_336_9129,226340,226340,883422,3.90307502,1,7394,31.88419151,1.72e-05,4.42e-06,0.03266766811,0.0001408685673,32,1,64,212.9294026,0.172708,0.638239,3.69548
Si10H16,17077,17077,875923,51.29255724,7,393,62.79460117,0.003003604687,0.0004099080635,0.02301340985,0.003677144766,32,2,16,41.82280007,0.0553267,0.073318,1.32518
