name,num_rows,num_cols,nnz,avg_nnz_per_row,min_nnz_per_row,max_nnz_per_row,std_dev_nnz_per_row,avg_nnz_density_per_row,min_nnz_density_per_row,max_nnz_density_per_row,std_dev_nnz_density_per_row,K,best_num_partitions,best_max_bucket_width,autotuning_time(s),exe_time_hyb(ms),exe_time_naive(ms),speed_to_naive
Serena,1391349,1391349,64531701,46.38067156,15,249,9.245936266,3.33E-05,1.08E-05,0.0001789630064,6.65E-06,32,4,16,588.3276776,3.65941,3.136952,0.857229
Serena,1391349,1391349,64531701,46.38067156,15,249,9.245936266,3.33E-05,1.08E-05,0.0001789630064,6.65E-06,64,2,16,646.9391078,5.02615,4.568821,0.90901
Serena,1391349,1391349,64531701,46.38067156,15,249,9.245936266,3.33E-05,1.08E-05,0.0001789630064,6.65E-06,128,2,16,741.9661706,10.3518,9.17418,0.88624
Serena,1391349,1391349,64531701,46.38067156,15,249,9.245936266,3.33E-05,1.08E-05,0.0001789630064,6.65E-06,256,2,16,971.7875674,20.8258,18.09325,0.86879
Serena,1391349,1391349,64531701,46.38067156,15,249,9.245936266,3.33E-05,1.08E-05,0.0001789630064,6.65E-06,512,2,16,1763.958531,41.8933,36.244678,0.865166
Geo_1438,1437960,1437960,63156690,43.92103396,15,57,4.398605269,3.05E-05,1.04E-05,3.96E-05,3.06E-06,32,2,16,592.4307872,3.42038,3.036099,0.88765
Geo_1438,1437960,1437960,63156690,43.92103396,15,57,4.398605269,3.05E-05,1.04E-05,3.96E-05,3.06E-06,64,4,16,582.6761021,4.84275,4.498821,0.928981
Geo_1438,1437960,1437960,63156690,43.92103396,15,57,4.398605269,3.05E-05,1.04E-05,3.96E-05,3.06E-06,128,2,16,723.446641,9.79816,9.025741,0.921167
Geo_1438,1437960,1437960,63156690,43.92103396,15,57,4.398605269,3.05E-05,1.04E-05,3.96E-05,3.06E-06,256,2,16,999.4857116,19.9054,17.77747,0.893098
Geo_1438,1437960,1437960,63156690,43.92103396,15,57,4.398605269,3.05E-05,1.04E-05,3.96E-05,3.06E-06,512,2,16,1535.048389,40.1707,35.493446,0.883566
Hook_1498,1498023,1498023,60917445,40.66522677,15,93,13.95377209,2.71E-05,1.00E-05,6.21E-05,9.31E-06,32,2,16,562.750998,3.53491,3.00586,0.850336
Hook_1498,1498023,1498023,60917445,40.66522677,15,93,13.95377209,2.71E-05,1.00E-05,6.21E-05,9.31E-06,64,2,16,673.2005921,4.83631,4.366233,0.902803
Hook_1498,1498023,1498023,60917445,40.66522677,15,93,13.95377209,2.71E-05,1.00E-05,6.21E-05,9.31E-06,128,2,16,726.3827909,9.9153,8.687586,0.87618
Hook_1498,1498023,1498023,60917445,40.66522677,15,93,13.95377209,2.71E-05,1.00E-05,6.21E-05,9.31E-06,256,2,16,993.4685567,19.9831,17.135319,0.857491
Hook_1498,1498023,1498023,60917445,40.66522677,15,93,13.95377209,2.71E-05,1.00E-05,6.21E-05,9.31E-06,512,2,16,1512.040228,40.2014,34.321827,0.853747
hugebubbles-00010,19458087,19458087,58359528,2.999242834,2,3,0.02750622842,1.54E-07,1.03E-07,1.54E-07,1.41E-09,32,1,16,885.0332402,12.7448,15.436658,1.21121
hugebubbles-00010,19458087,19458087,58359528,2.999242834,2,3,0.02750622842,1.54E-07,1.03E-07,1.54E-07,1.41E-09,64,1,8,756.1800423,23.1353,23.457813,1.01394
hugebubbles-00010,19458087,19458087,58359528,2.999242834,2,3,0.02750622842,1.54E-07,1.03E-07,1.54E-07,1.41E-09,128,1,1,58.1832018,inf,inf,nan
hugebubbles-00010,19458087,19458087,58359528,2.999242834,2,3,0.02750622842,1.54E-07,1.03E-07,1.54E-07,1.41E-09,256,1,1,57.45179654,inf,inf,nan
hugebubbles-00010,19458087,19458087,58359528,2.999242834,2,3,0.02750622842,1.54E-07,1.03E-07,1.54E-07,1.41E-09,512,1,1,56.12657647,inf,inf,nan
